#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,long,long,long,long,long,long,long,double,string,double,string,long,string,string,long,long,long,long
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,pci,rnti,testbed,bsr,cqi,dl_brate,dl_bs,dl_mcs,dl_nof_nok,dl_nof_ok,pucch_snr_db,pucch_ta_ns,pusch_snr_db,pusch_ta_ns,ri,srs_ta_ns,ta_ns,ul_brate,ul_mcs,ul_nof_nok,ul_nof_ok
,,129,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:46:58.397Z,ue_info,1,4682,default,0,0,0,0,0,0,0,-13.4425,173.065189,34.014,277.201337,0,n/a,n/a,4864,27,0,1
,,129,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:02.397Z,ue_info,1,4682,default,0,0,0,0,0,0,0,-13.639621,30.761715,33.640003,276.184096,0,n/a,n/a,4864,27,0,1
,,130,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:10.397Z,ue_info,1,4683,default,0,0,2752,0,3,0,4,0.47177756,762.176512,23.818,-257.873523,0,n/a,n/a,4224,9,0,1
,,130,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:11.397Z,ue_info,1,4683,default,0,0,7392,0,3,0,10,-10.680743,-82.346610,33.496002,272.962779,0,n/a,n/a,30080,27,0,6
,,130,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:13.397Z,ue_info,1,4683,default,0,0,704,0,21,0,1,-12.366872,124.816935,32.941,278.218579,0,n/a,n/a,9728,27,0,2
,,130,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:16.397Z,ue_info,1,4683,default,0,4,0,0,0,0,0,-12.960641,-145.884187,34.166668,276.523167,1,n/a,-121.974338,14592,27,0,3
,,130,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:17.397Z,ue_info,1,4683,default,0,0,184,0,5,0,1,-12.901783,-257.507310,32.578003,273.132315,0,n/a,n/a,14592,27,0,3
,,131,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:25.398Z,ue_info,1,4684,default,0,0,3896,0,3,0,8,-8.459292,17.696678,30.242,-148.264562,0,n/a,n/a,17792,23,0,4
,,131,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:26.397Z,ue_info,1,4684,default,0,13,768,0,23,0,1,-13.003208,12.736008,31.598001,496.927896,1,n/a,22.229962,4864,27,0,1
,,131,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:27.397Z,ue_info,1,4684,default,0,0,0,0,0,0,0,-13.96296,3.540054,32.212,233.968095,0,n/a,n/a,4864,27,0,1
,,131,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:29.398Z,ue_info,1,4684,default,0,0,0,0,0,0,0,-14.011781,-22.532133,33.74,228.881831,0,n/a,n/a,4864,27,0,1
,,132,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:41.398Z,ue_info,1,4685,default,0,0,10176,0,3,0,13,-2.9204652,-599.670443,31.637001,44.843880,0,n/a,n/a,27520,24,0,6
,,132,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:43.398Z,ue_info,1,4685,default,0,0,104,0,3,0,1,-11.190575,-742.869133,32.806004,255.499941,0,n/a,n/a,14592,27,0,3
,,132,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:44.398Z,ue_info,1,4685,default,0,0,0,0,0,0,0,-11.292021,-654.652922,33.200005,256.178112,0,n/a,n/a,14592,27,0,3
,,132,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:45.398Z,ue_info,1,4685,default,0,0,0,0,0,0,0,-12.363141,-610.097118,32.096,257.873523,0,n/a,n/a,4864,27,0,1
,,132,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:46.398Z,ue_info,1,4685,default,0,4,0,0,0,0,0,-12.1211405,-649.525930,31.556002,253.804529,1,n/a,-631.813577,4864,27,0,1
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:47.398Z,ue_info,1,4686,default,0,0,3624,0,3,0,6,-1.0449091,-267.028810,27.626,-1.525876,0,n/a,n/a,8576,19,0,2
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:48.398Z,ue_info,1,4686,default,0,0,208,0,3,0,2,-13.192694,-40.191644,32.139,256.347676,1,n/a,-28.786298,9216,28,0,2
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:51.398Z,ue_info,1,4686,default,0,0,0,0,0,0,0,-12.825581,-218.170143,33.544003,258.890793,0,n/a,n/a,4864,27,0,1
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:52.398Z,ue_info,1,4686,default,0,0,0,0,0,0,0,-12.606501,96.730588,33.63,254.821771,0,n/a,n/a,4864,27,0,1
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:53.398Z,ue_info,1,4686,default,0,0,0,0,0,0,0,-13.7635,83.017994,33.002,259.399428,0,n/a,n/a,9728,27,0,2
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:18:43.889Z,ue_info,1,4686,default,0,0,3728,0,3,0,7,-9.042395,180.212652,26.091335,69.003626,0,n/a,n/a,12928,22,0,3
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:18:44.889Z,ue_info,1,4686,default,0,7,0,0,0,0,0,-13.784921,-111.043278,29.852001,236.002606,1,n/a,-104.238488,4864,27,0,1
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:18:45.889Z,ue_info,1,4686,default,0,0,0,0,0,0,0,-12.3786,275.889079,28.708002,243.123367,0,n/a,n/a,4864,27,0,1
,,133,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:18:47.889Z,ue_info,1,4686,default,0,4,0,0,0,0,0,-13.561121,-93.343083,29.570002,256.856282,1,n/a,-86.476440,4864,27,0,1
,,134,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:18:57.889Z,ue_info,1,4687,default,0,10,9152,0,4,0,15,-5.6188855,417.621351,23.197113,-325.690365,1,n/a,226.484033,27520,25,3,6
,,134,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:18:58.889Z,ue_info,1,4687,default,0,0,576,0,17,0,1,-11.136139,114.074751,29.814001,-548.807805,0,n/a,n/a,4864,27,0,1
,,134,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:18:59.889Z,ue_info,1,4687,default,0,0,576,0,17,0,1,-10.762733,211.456268,28.778002,236.002592,0,n/a,n/a,9728,27,0,2
,,134,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:01.889Z,ue_info,1,4687,default,0,4,0,0,0,0,0,-13.014641,-16.977953,25.999,243.123367,1,n/a,-6.974036,4864,27,1,1
,,134,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:02.889Z,ue_info,1,4687,default,0,2,40,0,1,0,1,-10.657981,-107.096369,21.175251,247.701024,1,n/a,-58.158786,9728,27,6,2
,,135,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:11.889Z,ue_info,1,4688,default,0,0,3968,0,3,0,10,-3.0251875,253.659209,23.615002,140.380862,0,n/a,n/a,17792,23,0,4
,,135,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:15.889Z,ue_info,1,4688,default,0,0,0,0,0,0,0,-13.525516,-124.898250,24.325,279.490166,0,n/a,n/a,4864,27,1,1
,,135,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:16.889Z,ue_info,1,4688,default,0,0,0,0,0,0,0,-14.21022,-16.754145,27.866001,285.847989,0,n/a,n/a,4864,27,0,1
,,135,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:18.889Z,ue_info,1,4688,default,0,0,0,0,0,0,0,-13.309617,118.408209,25.851002,300.598145,0,n/a,n/a,4864,27,1,1
,,136,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:28.889Z,ue_info,1,4689,default,0,14,10800,0,21,11,11,-9.3163395,21.734042,10.216667,268.766598,1,n/a,68.052643,28416,15,5,7
,,136,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:29.889Z,ue_info,1,4689,default,0,0,808,0,23,1,1,-12.793451,48.939995,11.489715,323.486319,0,n/a,n/a,10752,19,5,2
,,136,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:30.889Z,ue_info,1,4689,default,0,6,2944,0,22,10,4,-9.053877,-193.532301,9.8625,259.802022,1,n/a,-46.504940,15280,19,20,4
,,137,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:31.889Z,ue_info,1,468a,default,0,0,3296,0,2,5,11,-10.2623,-33.662765,11.4367695,-86.309967,0,n/a,n/a,37088,17,4,9
,,137,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:33.889Z,ue_info,1,468a,default,0,2,576,0,24,0,1,-13.419249,-87.677002,8.759001,634.129833,1,n/a,-34.209826,4096,24,3,1
,,137,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:34.889Z,ue_info,1,468a,default,0,0,56,0,0,0,1,-12.330852,-12.247741,10.626858,379.289901,0,n/a,n/a,12032,24,5,2
,,138,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:42.889Z,ue_info,1,468d,default,0,0,4032,0,3,0,10,-6.9819674,-198.270058,24.1095,-16.276033,0,n/a,n/a,17792,23,0,4
,,138,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:46.889Z,ue_info,1,468d,default,0,0,72,0,2,1,1,-12.83004,-123.291031,26.604002,499.216696,0,n/a,n/a,9728,27,0,2
,,138,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:48.889Z,ue_info,1,468d,default,0,0,0,0,0,0,0,-12.47998,-84.991441,27.36,367.228182,0,n/a,n/a,4864,27,0,1
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:57.398Z,ue_info,1,468e,default,0,0,2704,0,3,0,4,6.7016,76.124365,28.601002,-300.343828,0,n/a,n/a,8576,19,0,2
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:47:58.398Z,ue_info,1,468e,default,0,0,1096,0,3,0,4,-11.642962,113.362617,32.244003,-292.968764,0,n/a,n/a,4352,28,0,1
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:00.398Z,ue_info,1,468e,default,0,0,104,0,3,0,1,-12.532575,2.868629,33.592003,744.120257,0,n/a,n/a,4864,27,0,1
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:02.398Z,ue_info,1,468e,default,0,0,0,0,0,0,0,-12.63862,-46.407067,34.076,223.795567,0,n/a,n/a,4864,27,0,1
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:58.889Z,ue_info,1,468e,default,0,0,10016,0,3,0,11,-7.9669337,104.515010,24.362001,216.929109,0,n/a,n/a,27520,24,0,6
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:19:59.889Z,ue_info,1,468e,default,0,0,0,0,0,0,0,-13.0023,-155.314126,25.188002,344.848644,0,n/a,n/a,4864,27,0,1
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:00.889Z,ue_info,1,468e,default,0,0,104,0,3,0,1,-11.545526,-171.580069,25.4155,347.646079,0,n/a,n/a,9728,27,2,2
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:01.889Z,ue_info,1,468e,default,0,0,0,0,0,0,0,-13.032101,-73.343905,26.668001,345.865885,0,n/a,n/a,4864,27,0,1
,,139,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:02.889Z,ue_info,1,468e,default,0,10,0,0,0,0,0,-12.3268,161.468520,24.840002,350.952149,1,n/a,165.183891,4864,27,0,1
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:12.398Z,ue_info,1,468f,default,0,6,8360,0,3,0,13,-9.181368,10.117240,30.781334,183.105470,1,n/a,30.077427,27520,24,0,6
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:13.398Z,ue_info,1,468f,default,0,0,0,0,0,0,0,-13.7658,187.917053,33.47,266.011568,0,n/a,n/a,4864,27,0,1
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:14.399Z,ue_info,1,468f,default,0,1,304,0,9,0,1,-12.494555,-127.634706,33.927002,267.537416,1,n/a,-112.435742,9728,27,0,2
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:15.399Z,ue_info,1,468f,default,0,11,0,0,0,0,0,-13.593961,85.276305,32.618,262.959787,1,n/a,88.760316,4864,27,0,1
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:17.399Z,ue_info,1,468f,default,0,11,0,0,0,0,0,-12.921481,93.007422,33.339,260.925276,1,n/a,99.465773,9728,27,0,2
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:04.889Z,ue_info,1,468f,default,0,0,3840,0,3,0,7,-3.8287745,193.278012,23.4696,202.941891,0,n/a,n/a,19712,24,1,4
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:09.89Z,ue_info,1,468f,default,0,0,672,0,20,1,1,-12.6165495,-402.842232,26.532001,626.119004,0,n/a,n/a,4864,27,0,1
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:10.89Z,ue_info,1,468f,default,0,6,0,0,0,0,0,-13.37602,-208.323172,26.353,367.228211,1,n/a,-186.186583,4864,27,1,1
,,140,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:12.889Z,ue_info,1,468f,default,0,0,272,0,8,0,1,-12.530595,-202.718113,26.523003,365.702306,0,n/a,n/a,9728,27,0,2
,,141,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:26.399Z,ue_info,1,4690,default,0,0,3832,0,3,0,8,-7.2453337,-450.996708,31.417002,123.977657,0,n/a,n/a,17792,23,0,4
,,141,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:31.399Z,ue_info,1,4690,default,0,0,0,0,0,0,0,-13.371581,-239.186591,33.676003,245.666513,0,n/a,n/a,9728,27,0,2
,,141,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:29.889Z,ue_info,1,4690,default,0,0,10368,0,3,0,15,-8.710179,-96.344017,23.5468,227.559411,0,n/a,n/a,33024,25,3,7
,,141,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:31.889Z,ue_info,1,4690,default,0,0,104,0,3,0,1,-12.276614,162.811276,27.335001,364.176429,0,n/a,n/a,9728,27,0,2
,,141,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:33.889Z,ue_info,1,4690,default,0,0,0,0,0,0,0,-12.4687805,80.474848,26.928001,371.805839,0,n/a,n/a,4864,27,0,1
,,141,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:34.889Z,ue_info,1,4690,default,0,0,0,0,3,0,0,-12.51348,-64.798989,27.108002,372.823081,0,n/a,n/a,4864,27,0,1
,,142,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:42.399Z,ue_info,1,4691,default,0,0,10224,0,3,0,14,-4.9691067,-513.833697,31.854668,74.937589,0,n/a,n/a,29440,24,0,6
,,142,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:44.399Z,ue_info,1,4691,default,0,0,104,0,3,0,1,-12.343121,167.531326,33.849,247.446707,0,n/a,n/a,9728,27,0,2
,,142,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:45.399Z,ue_info,1,4691,default,0,8,0,0,0,0,0,-12.452041,-44.301338,34.338,248.209631,1,n/a,-38.565837,4864,27,0,1
,,142,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:47.399Z,ue_info,1,4691,default,0,9,0,0,0,0,0,-13.179581,-233.662902,33.164,248.209631,1,n/a,-224.214432,4864,27,0,1
,,142,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:35.889Z,ue_info,1,4691,default,0,1,3720,0,2,0,8,-8.351651,90.916977,23.0905,-220.235194,1,n/a,52.022923,17792,23,0,4
,,142,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:40.889Z,ue_info,1,4691,default,0,0,808,0,23,2,1,-12.645107,204.264310,27.1,639.851862,0,n/a,n/a,4864,27,0,1
,,143,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:49.399Z,ue_info,1,4692,default,0,0,3832,0,3,0,8,-10.650306,21.175484,31.578001,136.006690,0,n/a,n/a,22656,24,0,5
,,143,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:43.889Z,ue_info,1,4692,default,0,0,4032,0,3,0,10,-6.409429,-399.907464,24.4388,-264.587385,0,n/a,n/a,22144,24,0,5
,,143,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:44.889Z,ue_info,1,4692,default,0,0,104,0,3,0,1,-13.81352,-103.759781,24.527,887.044280,0,n/a,n/a,4864,27,1,1
,,143,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:46.889Z,ue_info,1,4692,default,0,0,0,0,0,0,0,-12.977381,60.984291,26.490667,369.771328,0,n/a,n/a,14592,27,0,3
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:48:57.4Z,ue_info,1,4693,default,0,0,3800,0,3,0,8,-9.951444,-102.474047,31.074402,-130.208335,0,n/a,n/a,22656,24,0,5
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:49:00.4Z,ue_info,1,4693,default,0,0,0,0,0,0,0,-13.536941,-274.943034,35.424,171.915687,0,n/a,n/a,4864,27,0,1
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:49:02.4Z,ue_info,1,4693,default,0,0,0,0,0,0,0,-12.71928,-215.433744,34.294003,248.209631,0,n/a,n/a,4864,27,0,1
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:20:59.89Z,ue_info,1,4693,default,0,0,9904,0,3,1,11,0.59614295,-153.435593,13.979601,-221.761098,0,n/a,n/a,17792,20,1,4
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:00.889Z,ue_info,1,4693,default,0,0,144,0,2,0,2,-12.974932,73.374437,15.380501,311.787915,0,n/a,n/a,14592,27,1,3
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:01.89Z,ue_info,1,4693,default,0,0,0,0,0,0,0,-13.57682,280.497233,14.865,151.062011,0,n/a,n/a,9728,27,2,2
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:02.89Z,ue_info,1,4693,default,0,0,72,0,2,0,1,-13.486813,-30.120852,14.824667,411.393899,0,n/a,n/a,14592,27,3,3
,,144,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:04.889Z,ue_info,1,4693,default,0,12,0,0,0,0,0,-13.38086,58.288563,26.051003,360.107435,1,n/a,69.896991,4864,27,1,1
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:49:05.4Z,ue_info,1,4694,default,0,0,62992,0,3,1,35,-0.71786827,191.795721,29.150803,199.551053,0,n/a,n/a,116536,26,2,13
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:49:07.4Z,ue_info,1,4694,default,0,0,0,0,0,0,0,-13.195741,60.618078,33.146,233.968095,0,n/a,n/a,4864,27,0,1
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:49:11.4Z,ue_info,1,4694,default,0,0,0,0,0,0,0,-13.6962,-159.403484,30.19,233.968095,0,n/a,n/a,4864,27,0,1
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:49:12.4Z,ue_info,1,4694,default,0,0,8224,0,6,0,4,-11.187341,-54.056809,33.342667,233.629024,0,n/a,n/a,13952,27,0,3
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T11:49:13.4Z,ue_info,1,4694,default,0,0,24,0,0,0,1,-12.958971,-76.802564,32.45,230.916342,1,n/a,-70.768863,4864,27,0,1
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:06.889Z,ue_info,1,4694,default,0,0,4352,0,3,0,14,-7.5074215,-200.568309,14.256167,508.329606,0,n/a,n/a,26240,21,6,6
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:07.889Z,ue_info,1,4694,default,0,1,0,0,0,0,0,-13.082546,-299.692772,17.5345,363.667795,1,n/a,-250.554990,8576,23,2,2
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:08.889Z,ue_info,1,4694,default,0,0,0,0,0,0,0,-13.498425,89.314796,16.511002,361.633283,0,n/a,n/a,4352,21,1,1
,,145,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:12.889Z,ue_info,1,4694,default,0,0,0,0,0,0,0,-13.549221,-10.335253,19.396002,384.012850,0,n/a,n/a,4096,15,0,1
,,146,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:14.889Z,ue_info,1,4695,default,0,7,3840,0,3,0,7,-6.636118,86.928864,15.248334,240.495467,1,n/a,119.836031,17792,21,2,4
,,146,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:15.889Z,ue_info,1,4695,default,0,0,0,0,0,0,0,-13.4743805,-84.645578,23.375334,370.449470,0,n/a,n/a,14592,27,3,3
,,146,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:16.889Z,ue_info,1,4695,default,0,12,704,0,21,1,1,-12.416648,-166.086849,23.182001,367.482500,1,n/a,-145.564940,4864,27,1,1
,,146,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:20.889Z,ue_info,1,4695,default,0,0,456,0,14,0,1,-12.254634,63.425688,23.105001,907.135018,0,n/a,n/a,4864,27,3,1
,,146,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:23.889Z,ue_info,1,4695,default,0,0,528,0,16,0,1,-12.197823,-139.495810,25.562,395.202647,0,n/a,n/a,4864,27,0,1
,,147,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:30.889Z,ue_info,1,4696,default,494,0,10424,0,3,0,14,-1.5370002,-139.448389,23.295778,388.873048,0,n/a,n/a,22656,25,4,5
,,147,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:31.889Z,ue_info,1,4696,default,0,0,208,0,3,0,2,-13.672177,-73.933911,23.422,879.923505,0,n/a,n/a,4864,27,0,1
,,147,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:32.889Z,ue_info,1,4696,default,0,9,504,0,15,1,1,-13.184138,227.040630,26.1685,363.794953,1,n/a,237.170568,19456,27,0,4
,,147,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:33.889Z,ue_info,1,4696,default,0,0,0,0,0,0,0,-13.326341,-317.291210,26.216002,357.055654,0,n/a,n/a,4864,27,0,1
,,147,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:35.889Z,ue_info,1,4696,default,0,0,0,0,0,0,0,-13.947141,83.302815,25.934002,360.616070,0,n/a,n/a,9728,27,0,2
,,147,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:36.889Z,ue_info,1,4696,default,0,15,2784,0,26,3,3,-12.367866,-157.877622,25.706001,-163.014732,1,n/a,-158.075210,9728,27,0,2
,,148,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:21:45.889Z,ue_info,1,4697,default,0,0,3800,0,3,0,8,-10.906195,-35.042230,23.4204,-84.431967,0,n/a,n/a,22144,24,0,5
,,149,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:22:01.89Z,ue_info,1,4698,default,0,0,8488,0,2,4,16,-6.8388004,-27.410842,16.983715,258.164164,0,n/a,n/a,26504,25,2,5
,,149,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T13:22:03.89Z,ue_info,1,4698,default,0,0,72,0,2,0,1,-13.330461,150.919576,25.509335,344.000910,0,n/a,n/a,9728,27,1,2
